trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
black thighhighs,black_thighhighs,wet,wet,style_light,301,3874,18530,82771,0.077697,0.016244,0.347064,-1.526726,0.06722,sfw,clean,人物,皮肤,danbooru_all.csv,867.275012,369.741298
wet,wet,black thighhighs,black_thighhighs,clothing,301,18530,3874,82771,0.016244,0.077697,0.347064,-1.526726,0.043257,sfw,clean,服饰,袜子,weilin_tagcart.csv,867.275012,369.741298
strapless,strapless,wet,wet,style_light,208,3243,18530,82771,0.064138,0.011225,0.286496,-1.803411,0.04297,sfw,clean,人物,皮肤,danbooru_all.csv,726.012613,369.603864
wet,wet,strapless,strapless,clothing,208,18530,3243,82771,0.011225,0.064138,0.286496,-1.803411,0.033498,sfw,clean,服饰,上半身服装,danbooru_all.csv,726.012613,369.603864
beach,beach,window,window,scene,5,3833,8164,82771,0.001304,0.000612,0.013225,-6.240553,0.000778,sfw,clean,场景,家具,weilin_tagcart.csv,378.06251,368.128636
window,window,beach,beach,scene,5,8164,3833,82771,0.000612,0.001304,0.013225,-6.240553,0.000778,sfw,clean,环境,水,weilin_tagcart.csv,378.06251,368.128636
couch,couch,water,water,scene,4,2616,11892,82771,0.001529,0.000336,0.010643,-6.554013,0.00061,sfw,clean,环境,水,danbooru_all.csv,375.849899,367.892469
water,water,couch,couch,scene,4,11892,2616,82771,0.000336,0.001529,0.010643,-6.554013,0.00061,sfw,clean,场景,家具,weilin_tagcart.csv,375.849899,367.892469
bowtie,bowtie,water,water,scene,218,5138,11892,82771,0.042429,0.018332,0.295315,-1.759673,0.034817,sfw,clean,环境,水,danbooru_all.csv,738.194488,366.573186
water,water,bowtie,bowtie,clothing,218,11892,5138,82771,0.018332,0.042429,0.295315,-1.759673,0.034817,sfw,clean,服饰,领口,weilin_tagcart.csv,738.194488,366.573186
petals,petals,sweat,sweat,style_light,72,2585,16016,82771,0.027853,0.004496,0.143945,-2.796412,0.013774,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,500.191613,366.555641
sweat,sweat,petals,petals,scene,72,16016,2585,82771,0.004496,0.027853,0.143945,-2.796412,0.013774,sfw,clean,环境,大自然,danbooru_all.csv,500.191613,366.555641
dress,dress,dress shirt,dress_shirt,clothing,13,19748,1640,82771,0.000658,0.007927,0.033224,-4.911622,0.002262,sfw,clean,服饰,上衣,weilin_tagcart.csv,391.281004,365.712919
dress shirt,dress_shirt,dress,dress,clothing,13,1640,19748,82771,0.007927,0.000658,0.033224,-4.911622,0.002262,sfw,clean,服饰,裙子,weilin_tagcart.csv,391.281004,365.712919
dress,dress,kimono,kimono,clothing,150,19748,2637,82771,0.007596,0.056883,0.238416,-2.068444,0.026275,sfw,clean,服饰,正装,weilin_tagcart.csv,629.151224,364.913692
kimono,kimono,dress,dress,clothing,150,2637,19748,82771,0.056883,0.007596,0.238416,-2.068444,0.029892,sfw,clean,服饰,裙子,weilin_tagcart.csv,629.151224,364.913692
pants,pants,upper body,upper_body,camera,45,3037,12256,82771,0.014817,0.003672,0.100068,-3.320941,0.008708,sfw,clean,镜头,镜头,weilin_tagcart.csv,449.692187,364.195267
upper body,upper_body,pants,pants,clothing,45,12256,3037,82771,0.003672,0.014817,0.100068,-3.320941,0.008708,sfw,clean,服饰,裤子,weilin_tagcart.csv,449.692187,364.195267
elbow gloves,elbow_gloves,white shirt,white_shirt,clothing,107,2558,18028,82771,0.04183,0.005935,0.19205,-2.380448,0.01986,sfw,clean,服饰,上衣,weilin_tagcart.csv,557.147117,363.696447
white shirt,white_shirt,elbow gloves,elbow_gloves,clothing,107,18028,2558,82771,0.005935,0.04183,0.19205,-2.380448,0.01986,sfw,clean,服饰,手套,weilin_tagcart.csv,557.147117,363.696447
building,building,indoors,indoors,scene,96,2009,22178,82771,0.047785,0.004329,0.178339,-2.487303,0.01806,sfw,clean,场景,室内,danbooru_all.csv,538.29967,363.420245
indoors,indoors,building,building,scene,96,22178,2009,82771,0.004329,0.047785,0.178339,-2.487303,0.01806,sfw,clean,场景,室外,weilin_tagcart.csv,538.29967,363.420245
blue sky,blue_sky,window,window,scene,153,6405,8164,82771,0.023888,0.018741,0.242185,-2.045818,0.026788,sfw,clean,场景,家具,weilin_tagcart.csv,631.748076,362.802403
window,window,blue sky,blue_sky,scene,153,8164,6405,82771,0.018741,0.023888,0.242185,-2.045818,0.026788,sfw,clean,环境,天空,danbooru_all.csv,631.748076,362.802403
sweat,sweat,white pantyhose,white_pantyhose,clothing,159,16016,3313,82771,0.009928,0.047993,0.248027,-2.011428,0.027629,sfw,clean,服饰,袜子,weilin_tagcart.csv,641.057955,362.494327
white pantyhose,white_pantyhose,sweat,sweat,style_light,159,3313,16016,82771,0.047993,0.009928,0.248027,-2.011428,0.027629,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,641.057955,362.494327
beach,beach,pantyhose,pantyhose,clothing,50,3833,9864,82771,0.013045,0.005069,0.10946,-3.191521,0.009732,sfw,clean,服饰,袜子,weilin_tagcart.csv,456.786942,362.259953
pantyhose,pantyhose,beach,beach,scene,50,9864,3833,82771,0.005069,0.013045,0.10946,-3.191521,0.009732,sfw,clean,环境,水,weilin_tagcart.csv,456.786942,362.259953
dress,dress,open shirt,open_shirt,clothing,30,19748,1758,82771,0.001519,0.017065,0.071525,-3.80541,0.005729,sfw,clean,服饰,上半身服装,danbooru_all.csv,419.43415,361.579898
open shirt,open_shirt,dress,dress,clothing,30,1758,19748,82771,0.017065,0.001519,0.071525,-3.80541,0.005729,sfw,clean,服饰,裙子,weilin_tagcart.csv,419.43415,361.579898
weapon,weapon,wet,wet,style_light,69,2187,18530,82771,0.03155,0.003724,0.14093,-2.826951,0.013372,sfw,clean,人物,皮肤,danbooru_all.csv,489.605176,361.329338
wet,wet,weapon,weapon,prop,69,18530,2187,82771,0.003724,0.03155,0.14093,-2.826951,0.013372,sfw,clean,物品,武器,weilin_tagcart.csv,489.605176,361.329338
kiss,kiss,smile,smile,expression,33,961,36583,82771,0.034339,0.000902,0.077694,-3.686047,0.006346,sfw,clean,表情动作,笑,weilin_tagcart.csv,424.74131,361.305224
smile,smile,kiss,kiss,pose_action,33,36583,961,82771,0.000902,0.034339,0.077694,-3.686047,0.006346,sfw,clean,表情动作,笑,danbooru_all.csv,424.74131,361.305224
leotard,leotard,wet,wet,style_light,197,3123,18530,82771,0.06308,0.010631,0.281771,-1.827403,0.041165,sfw,clean,人物,皮肤,danbooru_all.csv,699.148132,360.657112
wet,wet,leotard,leotard,clothing,197,18530,3123,82771,0.010631,0.06308,0.281771,-1.827403,0.032629,sfw,clean,服饰,正装,weilin_tagcart.csv,699.148132,360.657112
sitting,sitting,wading,wading,pose_action,12,23487,1350,82771,0.000511,0.008889,0.031326,-4.996518,0.002103,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,383.074386,359.450292
wading,wading,sitting,sitting,pose_action,12,1350,23487,82771,0.008889,0.000511,0.031326,-4.996518,0.002103,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,383.074386,359.450292
black leotard,black_leotard,shirt,shirt,clothing,29,1359,25288,82771,0.021339,0.001147,0.069846,-3.839676,0.005556,sfw,clean,服饰,上衣,weilin_tagcart.csv,415.198463,359.224001
shirt,shirt,black leotard,black_leotard,clothing,29,25288,1359,82771,0.001147,0.021339,0.069846,-3.839676,0.005556,sfw,clean,服饰,上半身服装,danbooru_all.csv,415.198463,359.224001
chinese clothes,chinese_clothes,skirt,skirt,clothing,63,2748,14342,82771,0.022926,0.004393,0.13231,-2.918007,0.012327,sfw,clean,服饰,裙子,weilin_tagcart.csv,476.154885,358.490408
skirt,skirt,chinese clothes,chinese_clothes,clothing,63,14342,2748,82771,0.004393,0.022926,0.13231,-2.918007,0.012327,sfw,clean,服饰,休闲装,weilin_tagcart.csv,476.154885,358.490408
wet,wet,white gloves,white_gloves,clothing,90,18530,2336,82771,0.004857,0.038527,0.172097,-2.538709,0.01721,sfw,clean,服饰,手部装饰物,danbooru_all.csv,522.961907,358.450607
white gloves,white_gloves,wet,wet,style_light,90,2336,18530,82771,0.038527,0.004857,0.172097,-2.538709,0.01721,sfw,clean,人物,皮肤,danbooru_all.csv,522.961907,358.450607
jacket,jacket,white dress,white_dress,clothing,383,9793,8217,82771,0.03911,0.046611,0.393956,-1.343893,0.051104,sfw,clean,服饰,裙子,danbooru_all.csv,972.189305,357.074528
white dress,white_dress,jacket,jacket,clothing,383,8217,9793,82771,0.046611,0.03911,0.393956,-1.343893,0.051104,sfw,clean,服饰,外套,weilin_tagcart.csv,972.189305,357.074528
jewelry,jewelry,sailor collar,sailor_collar,clothing,228,18475,3326,82771,0.012341,0.068551,0.307119,-1.703131,0.036495,sfw,clean,服饰,领口,weilin_tagcart.csv,742.383806,356.406885
sailor collar,sailor_collar,jewelry,jewelry,clothing,228,3326,18475,82771,0.068551,0.012341,0.307119,-1.703131,0.050035,sfw,clean,服饰,首饰,weilin_tagcart.csv,742.383806,356.406885
bed,bed,cowboy shot,cowboy_shot,camera,184,3854,14462,82771,0.047743,0.012723,0.273247,-1.871721,0.031257,sfw,clean,镜头,镜头,weilin_tagcart.csv,673.382562,355.660074
cowboy shot,cowboy_shot,bed,bed,scene,184,14462,3854,82771,0.012723,0.047743,0.273247,-1.871721,0.031257,sfw,clean,场景,家具,weilin_tagcart.csv,673.382562,355.660074
portrait,portrait,standing,standing,pose_action,0,1726,17010,82771,0,0,0,0,0,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,354.704667,354.704667
standing,standing,portrait,portrait,camera,0,17010,1726,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,354.704667,354.704667
black pantyhose,black_pantyhose,water,water,scene,185,4683,11892,82771,0.039505,0.015557,0.274961,-1.862702,0.031483,sfw,clean,环境,水,danbooru_all.csv,672.823042,353.6908
water,water,black pantyhose,black_pantyhose,clothing,185,11892,4683,82771,0.015557,0.039505,0.274961,-1.862702,0.031483,sfw,clean,服饰,袜子,weilin_tagcart.csv,672.823042,353.6908
skirt,skirt,strapless,strapless,clothing,117,14342,3243,82771,0.008158,0.036078,0.208213,-2.263869,0.021902,sfw,clean,服饰,上半身服装,danbooru_all.csv,561.925143,352.286039
strapless,strapless,skirt,skirt,clothing,117,3243,14342,82771,0.036078,0.008158,0.208213,-2.263869,0.021902,sfw,clean,服饰,裙子,weilin_tagcart.csv,561.925143,352.286039
china dress,china_dress,white shirt,white_shirt,clothing,7,1681,18028,82771,0.004164,0.000388,0.019119,-5.708863,0.001176,sfw,clean,服饰,上衣,weilin_tagcart.csv,366.131471,352.265303
white shirt,white_shirt,china dress,china_dress,clothing,7,18028,1681,82771,0.000388,0.004164,0.019119,-5.708863,0.001176,sfw,clean,服饰,裙子,weilin_tagcart.csv,366.131471,352.265303
looking at viewer,looking_at_viewer,sleeping,sleeping,pose_action,31,67243,507,82771,0.000461,0.061144,0.075264,-3.731904,0.006069,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,411.885817,352.218988
bed sheet,bed_sheet,cloud,cloud,scene,26,4594,7212,82771,0.00566,0.003605,0.064954,-3.944441,0.005054,sfw,clean,环境,云,danbooru_all.csv,400.284254,349.973054
cloud,cloud,bed sheet,bed_sheet,scene,26,7212,4594,82771,0.003605,0.00566,0.064954,-3.944441,0.005054,sfw,clean,场景,床上用品,weilin_tagcart.csv,400.284254,349.973054
thighband pantyhose,thighband_pantyhose,upper body,upper_body,camera,0,2353,12256,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,348.411497,348.411497
upper body,upper_body,thighband pantyhose,thighband_pantyhose,clothing,0,12256,2353,82771,0,0,0,0,0,sfw,clean,服饰,袜子,weilin_tagcart.csv,348.411497,348.411497
no shoes,no_shoes,outdoors,outdoors,scene,496,4886,18986,82771,0.101515,0.026125,0.442561,-1.176052,0.121488,sfw,clean,环境,大自然,weilin_tagcart.csv,1120.749973,348.260128
outdoors,outdoors,no shoes,no_shoes,clothing,496,18986,4886,82771,0.026125,0.101515,0.442561,-1.176052,0.059838,sfw,clean,服饰,鞋子,weilin_tagcart.csv,1120.749973,348.260128
collared shirt,collared_shirt,from behind,from_behind,camera,68,6788,5760,82771,0.010018,0.011806,0.143954,-2.796323,0.013619,sfw,clean,镜头,镜头角度,weilin_tagcart.csv,472.374141,346.162992
from behind,from_behind,collared shirt,collared_shirt,clothing,68,5760,6788,82771,0.011806,0.010018,0.143954,-2.796323,0.013619,sfw,clean,服饰,上衣,weilin_tagcart.csv,472.374141,346.162992
bed,bed,upper body,upper_body,camera,127,3854,12256,82771,0.032953,0.010362,0.222547,-2.167819,0.023776,sfw,clean,镜头,镜头,weilin_tagcart.csv,570.666344,344.929795
upper body,upper_body,bed,bed,scene,127,12256,3854,82771,0.010362,0.032953,0.222547,-2.167819,0.023776,sfw,clean,场景,家具,weilin_tagcart.csv,570.666344,344.929795
thighhighs,thighhighs,wet shirt,wet_shirt,style_light,116,10125,4506,82771,0.011457,0.025743,0.210451,-2.248447,0.022101,sfw,clean,服饰,上衣,weilin_tagcart.csv,551.198487,343.610746
wet shirt,wet_shirt,thighhighs,thighhighs,clothing,116,4506,10125,82771,0.025743,0.011457,0.210451,-2.248447,0.022101,sfw,clean,服饰,袜子,weilin_tagcart.csv,551.198487,343.610746
detached collar,detached_collar,wet,wet,style_light,197,3037,18530,82771,0.064867,0.010631,0.289751,-1.787117,0.043529,sfw,clean,人物,皮肤,danbooru_all.csv,679.895253,342.976105
wet,wet,detached collar,detached_collar,clothing,197,18530,3037,82771,0.010631,0.064867,0.289751,-1.787117,0.033553,sfw,clean,服饰,上半身服装,danbooru_all.csv,679.895253,342.976105
dress,dress,sailor collar,sailor_collar,clothing,272,19748,3326,82771,0.013774,0.08178,0.342769,-1.544691,0.041993,sfw,clean,服饰,领口,weilin_tagcart.csv,793.536963,342.770176
sailor collar,sailor_collar,dress,dress,clothing,272,3326,19748,82771,0.08178,0.013774,0.342769,-1.544691,0.068684,sfw,clean,服饰,裙子,weilin_tagcart.csv,793.536963,342.770176
frills,frills,wet clothes,wet_clothes,style_light,245,6950,8959,82771,0.035252,0.027347,0.325687,-1.618444,0.039189,sfw,clean,服饰,上半身服装,danbooru_all.csv,752.256829,342.050056
wet clothes,wet_clothes,frills,frills,clothing,245,8959,6950,82771,0.027347,0.035252,0.325687,-1.618444,0.039189,sfw,clean,服饰,衣服装饰,danbooru_all.csv,752.256829,342.050056
maid headdress,maid_headdress,wet,wet,style_light,73,2118,18530,82771,0.034466,0.00394,0.153957,-2.6994,0.014773,sfw,clean,人物,皮肤,danbooru_all.csv,474.158099,339.396966
wet,wet,maid headdress,maid_headdress,clothing,73,18530,2118,82771,0.00394,0.034466,0.153957,-2.6994,0.014773,sfw,clean,服饰,头饰,weilin_tagcart.csv,474.158099,339.396966
dress,dress,playboy bunny,playboy_bunny,clothing,15,19748,1542,82771,0.00076,0.009728,0.040772,-4.616278,0.00285,sfw,clean,服饰,衣服风格,danbooru_all.csv,367.899578,338.511158
playboy bunny,playboy_bunny,dress,dress,clothing,15,1542,19748,82771,0.009728,0.00076,0.040772,-4.616278,0.00285,sfw,clean,服饰,裙子,weilin_tagcart.csv,367.899578,338.511158
maid,maid,wet,wet,style_light,50,1931,18530,82771,0.025893,0.002698,0.115662,-3.112014,0.010283,sfw,clean,人物,皮肤,danbooru_all.csv,432.294282,338.077379
wet,wet,maid,maid,clothing,50,18530,1931,82771,0.002698,0.025893,0.115662,-3.112014,0.010283,sfw,clean,服饰,正装,weilin_tagcart.csv,432.294282,338.077379
black skirt,black_skirt,water,water,scene,277,5536,11892,82771,0.050036,0.023293,0.348263,-1.521752,0.04283,sfw,clean,环境,水,danbooru_all.csv,795.376545,337.845319
water,water,black skirt,black_skirt,clothing,277,11892,5536,82771,0.023293,0.050036,0.348263,-1.521752,0.042799,sfw,clean,服饰,裙子,danbooru_all.csv,795.376545,337.845319
closed mouth,closed_mouth,kiss,kiss,pose_action,45,36423,961,82771,0.001235,0.046826,0.106412,-3.232264,0.00926,sfw,clean,表情动作,笑,danbooru_all.csv,422.883655,337.672206
kiss,kiss,closed mouth,closed_mouth,expression,45,961,36423,82771,0.046826,0.001235,0.106412,-3.232264,0.00926,sfw,clean,人物,嘴巴,weilin_tagcart.csv,422.883655,337.672206
wet,wet,wide sleeves,wide_sleeves,clothing,176,18530,2859,82771,0.009498,0.06156,0.27498,-1.862601,0.031204,sfw,clean,服饰,手臂,weilin_tagcart.csv,640.046272,336.442773
wide sleeves,wide_sleeves,wet,wet,style_light,176,2859,18530,82771,0.06156,0.009498,0.27498,-1.862601,0.038418,sfw,clean,人物,皮肤,danbooru_all.csv,640.046272,336.442773
portrait,portrait,wet,wet,style_light,26,1726,18530,82771,0.015064,0.001403,0.067288,-3.893515,0.005236,sfw,clean,人物,皮肤,danbooru_all.csv,386.400793,336.150271
wet,wet,portrait,portrait,camera,26,18530,1726,82771,0.001403,0.015064,0.067288,-3.893515,0.005236,sfw,clean,镜头,镜头,weilin_tagcart.csv,386.400793,336.150271
on bed,on_bed,tree,tree,prop,9,7233,4044,82771,0.001244,0.002226,0.025468,-5.295183,0.001628,sfw,clean,物品,植物,weilin_tagcart.csv,353.387684,335.616894
tree,tree,on bed,on_bed,scene,9,4044,7233,82771,0.002226,0.001244,0.025468,-5.295183,0.001628,sfw,clean,场景,室内,danbooru_all.csv,353.387684,335.616894
from behind,from_behind,upper body,upper_body,camera,318,5760,12256,82771,0.055208,0.025946,0.37285,-1.423333,0.051788,sfw,clean,镜头,镜头,weilin_tagcart.csv,852.890022,335.456305
upper body,upper_body,from behind,from_behind,camera,318,12256,5760,82771,0.025946,0.055208,0.37285,-1.423333,0.046902,sfw,clean,镜头,镜头角度,weilin_tagcart.csv,852.890022,335.456305
cloud,cloud,window,window,scene,223,7212,8164,82771,0.030921,0.027315,0.31349,-1.673506,0.037107,sfw,clean,场景,家具,weilin_tagcart.csv,711.345375,335.253751
window,window,cloud,cloud,scene,223,8164,7212,82771,0.027315,0.030921,0.31349,-1.673506,0.037107,sfw,clean,环境,云,danbooru_all.csv,711.345375,335.253751
from behind,from_behind,open clothes,open_clothes,clothing,108,5760,7591,82771,0.01875,0.014227,0.204447,-2.290202,0.021179,sfw,clean,服饰,上衣,weilin_tagcart.csv,528.254582,334.334845
open clothes,open_clothes,from behind,from_behind,camera,108,7591,5760,82771,0.014227,0.01875,0.204447,-2.290202,0.021179,sfw,clean,镜头,镜头角度,weilin_tagcart.csv,528.254582,334.334845
maid headdress,maid_headdress,shirt,shirt,clothing,183,2118,25288,82771,0.086402,0.007237,0.282806,-1.822115,0.055848,sfw,clean,服饰,上衣,weilin_tagcart.csv,647.086347,332.839873
shirt,shirt,maid headdress,maid_headdress,clothing,183,25288,2118,82771,0.007237,0.086402,0.282806,-1.822115,0.032318,sfw,clean,服饰,头饰,weilin_tagcart.csv,647.086347,332.839873
blue skirt,blue_skirt,upper body,upper_body,camera,83,3271,12256,82771,0.025375,0.006772,0.171367,-2.544839,0.016867,sfw,clean,镜头,镜头,weilin_tagcart.csv,484.340844,332.564299
upper body,upper_body,blue skirt,blue_skirt,clothing,83,12256,3271,82771,0.006772,0.025375,0.171367,-2.544839,0.016867,sfw,clean,服饰,裙子,danbooru_all.csv,484.340844,332.564299
armpits,armpits,short sleeves,short_sleeves,clothing,141,5092,9418,82771,0.02769,0.014971,0.243361,-2.038833,0.026514,sfw,clean,服饰,手臂,weilin_tagcart.csv,579.387177,331.701019
short sleeves,short_sleeves,armpits,armpits,pose_action,141,9418,5092,82771,0.014971,0.02769,0.243361,-2.038833,0.026514,sfw,clean,表情动作,手部动作,weilin_tagcart.csv,579.387177,331.701019
black dress,black_dress,skirt,skirt,clothing,359,5238,14342,82771,0.068538,0.025031,0.395546,-1.338081,0.069592,sfw,clean,服饰,裙子,weilin_tagcart.csv,907.605272,331.606431
skirt,skirt,black dress,black_dress,clothing,359,14342,5238,82771,0.025031,0.068538,0.395546,-1.338081,0.050769,sfw,clean,服饰,裙子,danbooru_all.csv,907.605272,331.606431
long sleeves,long_sleeves,playboy bunny,playboy_bunny,clothing,80,25664,1542,82771,0.003117,0.051881,0.167324,-2.57928,0.01635,sfw,clean,服饰,衣服风格,danbooru_all.csv,478.112962,331.49892
playboy bunny,playboy_bunny,long sleeves,long_sleeves,clothing,80,1542,25664,82771,0.051881,0.003117,0.167324,-2.57928,0.016965,sfw,clean,服饰,手臂,weilin_tagcart.csv,478.112962,331.49892
long sleeves,long_sleeves,strapless,strapless,clothing,429,25664,3243,82771,0.016716,0.132285,0.426643,-1.2289,0.056369,sfw,clean,服饰,上半身服装,danbooru_all.csv,1005.52551,330.555178
strapless,strapless,long sleeves,long_sleeves,clothing,429,3243,25664,82771,0.132285,0.016716,0.426643,-1.2289,0.149136,sfw,clean,服饰,手臂,weilin_tagcart.csv,1005.52551,330.555178
clothing cutout,clothing_cutout,shirt,shirt,clothing,342,2886,25288,82771,0.118503,0.013524,0.387877,-1.366331,0.117051,sfw,clean,服饰,上衣,weilin_tagcart.csv,881.723889,330.377661
shirt,shirt,clothing cutout,clothing_cutout,clothing,342,25288,2886,82771,0.013524,0.118503,0.387877,-1.366331,0.049387,sfw,clean,服饰,上衣,weilin_tagcart.csv,881.723889,330.377661
blue sky,blue_sky,pillow,pillow,scene,29,6405,4986,82771,0.004528,0.005816,0.075163,-3.733831,0.005979,sfw,clean,场景,床上用品,weilin_tagcart.csv,385.827524,330.007255
pillow,pillow,blue sky,blue_sky,scene,29,4986,6405,82771,0.005816,0.004528,0.075163,-3.733831,0.005979,sfw,clean,环境,天空,danbooru_all.csv,385.827524,330.007255
collared shirt,collared_shirt,halterneck,halterneck,clothing,20,6788,4491,82771,0.002946,0.004453,0.054303,-4.202826,0.004011,sfw,clean,服饰,领口,weilin_tagcart.csv,368.304213,329.390272
halterneck,halterneck,collared shirt,collared_shirt,clothing,20,4491,6788,82771,0.004453,0.002946,0.054303,-4.202826,0.004011,sfw,clean,服饰,上衣,weilin_tagcart.csv,368.304213,329.390272
socks,socks,upper body,upper_body,camera,0,2224,12256,82771,0,0,0,0,0,sfw,clean,镜头,镜头,weilin_tagcart.csv,329.310314,329.310314
upper body,upper_body,socks,socks,clothing,0,12256,2224,82771,0,0,0,0,0,sfw,clean,服饰,袜子,weilin_tagcart.csv,329.310314,329.310314
wet,wet,white thighhighs,white_thighhighs,clothing,334,18530,3881,82771,0.018025,0.08606,0.38442,-1.379246,0.048755,sfw,clean,服饰,袜子,weilin_tagcart.csv,868.842107,329.238278
white thighhighs,white_thighhighs,wet,wet,style_light,334,3881,18530,82771,0.08606,0.018025,0.38442,-1.379246,0.083918,sfw,clean,人物,皮肤,danbooru_all.csv,868.842107,329.238278
gradient,gradient,indoors,indoors,scene,1,1236,22178,82771,0.000809,0.000045,0.00302,-8.371467,0.000157,sfw,clean,场景,室内,danbooru_all.csv,331.178891,329.181911
indoors,indoors,gradient,gradient,camera,1,22178,1236,82771,0.000045,0.000809,0.00302,-8.371467,0.000157,sfw,clean,镜头,主角动作,weilin_tagcart.csv,331.178891,329.181911
white shirt,white_shirt,wide sleeves,wide_sleeves,clothing,170,18028,2859,82771,0.00943,0.059461,0.273002,-1.873018,0.030785,sfw,clean,服饰,手臂,weilin_tagcart.csv,622.706648,329.116945
wide sleeves,wide_sleeves,white shirt,white_shirt,clothing,170,2859,18028,82771,0.059461,0.00943,0.273002,-1.873018,0.03661,sfw,clean,服饰,上衣,weilin_tagcart.csv,622.706648,329.116945
beach,beach,on bed,on_bed,scene,3,3833,7233,82771,0.000783,0.000415,0.008957,-6.802836,0.000499,sfw,clean,场景,室内,danbooru_all.csv,334.949306,328.976176
on bed,on_bed,beach,beach,scene,3,7233,3833,82771,0.000415,0.000783,0.008957,-6.802836,0.000499,sfw,clean,环境,水,weilin_tagcart.csv,334.949306,328.976176
dress,dress,portrait,portrait,camera,44,19748,1726,82771,0.002228,0.025492,0.106848,-3.226366,0.009255,sfw,clean,镜头,镜头,weilin_tagcart.csv,411.799398,328.500717
portrait,portrait,dress,dress,clothing,44,1726,19748,82771,0.025492,0.002228,0.106848,-3.226366,0.009255,sfw,clean,服饰,裙子,weilin_tagcart.csv,411.799398,328.500717
knees up,knees_up,upper body,upper_body,camera,2,2245,12256,82771,0.000891,0.000163,0.006016,-7.376863,0.000325,sfw,clean,镜头,镜头,weilin_tagcart.csv,332.419809,328.431842
upper body,upper_body,knees up,knees_up,pose_action,2,12256,2245,82771,0.000163,0.000891,0.006016,-7.376863,0.000325,sfw,clean,表情动作,腿部动作,danbooru_all.csv,332.419809,328.431842
halterneck,halterneck,pantyhose,pantyhose,clothing,116,4491,9864,82771,0.025829,0.01176,0.216741,-2.205959,0.022762,sfw,clean,服饰,袜子,weilin_tagcart.csv,535.202233,328.344131
pantyhose,pantyhose,halterneck,halterneck,clothing,116,9864,4491,82771,0.01176,0.025829,0.216741,-2.205959,0.022762,sfw,clean,服饰,领口,weilin_tagcart.csv,535.202233,328.344131
black shirt,black_shirt,dress,dress,clothing,112,2214,19748,82771,0.050587,0.005671,0.212029,-2.237666,0.022378,sfw,clean,服饰,裙子,weilin_tagcart.csv,528.229356,327.976616
dress,dress,black shirt,black_shirt,clothing,112,19748,2214,82771,0.005671,0.050587,0.212029,-2.237666,0.022118,sfw,clean,服饰,上半身服装,danbooru_all.csv,528.229356,327.976616
cloud,cloud,pillow,pillow,scene,57,7212,4986,82771,0.007903,0.011432,0.131203,-2.930123,0.011979,sfw,clean,场景,床上用品,weilin_tagcart.csv,434.439985,327.918578
pillow,pillow,cloud,cloud,scene,57,4986,7212,82771,0.011432,0.007903,0.131203,-2.930123,0.011979,sfw,clean,环境,云,danbooru_all.csv,434.439985,327.918578
closed eyes,closed_eyes,wet,wet,style_light,255,3356,18530,82771,0.075983,0.013761,0.339407,-1.558911,0.062494,sfw,clean,人物,皮肤,danbooru_all.csv,751.31,327.858828
wet,wet,closed eyes,closed_eyes,expression,255,18530,3356,82771,0.013761,0.075983,0.339407,-1.558911,0.041123,sfw,clean,人物,眼睛,weilin_tagcart.csv,751.31,327.858828
on back,on_back,sky,sky,scene,233,4504,13199,82771,0.051732,0.017653,0.32441,-1.624108,0.040036,sfw,clean,环境,天空,weilin_tagcart.csv,718.226142,327.813755
sky,sky,on back,on_back,pose_action,233,13199,4504,82771,0.017653,0.051732,0.32441,-1.624108,0.038696,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,718.226142,327.813755
collared shirt,collared_shirt,sleeveless dress,sleeveless_dress,clothing,20,6788,4456,82771,0.002946,0.004488,0.054729,-4.191539,0.004042,sfw,clean,服饰,裙子,weilin_tagcart.csv,365.433884,326.528473
sleeveless dress,sleeveless_dress,collared shirt,collared_shirt,clothing,20,4456,6788,82771,0.004488,0.002946,0.054729,-4.191539,0.004042,sfw,clean,服饰,上衣,weilin_tagcart.csv,365.433884,326.528473
black dress,black_dress,collared shirt,collared_shirt,clothing,56,5238,6788,82771,0.010691,0.00825,0.130364,-2.939379,0.01186,sfw,clean,服饰,上衣,weilin_tagcart.csv,429.565234,324.865639
collared shirt,collared_shirt,black dress,black_dress,clothing,56,6788,5238,82771,0.00825,0.010691,0.130364,-2.939379,0.01186,sfw,clean,服饰,裙子,danbooru_all.csv,429.565234,324.865639
black thighhighs,black_thighhighs,pantyhose,pantyhose,clothing,75,3874,9864,82771,0.01936,0.007603,0.162453,-2.621909,0.015672,sfw,clean,服饰,袜子,weilin_tagcart.csv,461.673001,323.85695
